N,time,rrmse,success-prob
87,5.114245122883555,-4.2818608820057475,1.0
88,5.173029549583365,-4.2819365140699945,1.0
89,5.231813976283177,-4.282026780305532,1.0
90,5.290598402982988,-4.282084353640433,1.0
91,5.349382829682798,-4.282168347967881,1.0
92,5.40816725638261,-4.2822760236707555,1.0
93,5.46695168308242,-4.282327289491817,1.0
94,5.5257361097822315,-4.28242978381315,1.0
95,5.584520536482042,-4.28260793774812,1.0
96,5.643304963181853,-4.282673731741588,1.0
97,5.702089389881665,-4.282705196816387,1.0
98,5.7608738165814755,-4.282844681947612,1.0
99,5.819658243281286,-4.282908945471185,1.0
100,5.878442669981097,-4.283077937994641,1.0
101,5.937227096680909,-4.28322590384369,1.0
102,5.996011523380719,-4.283322989677654,1.0
103,6.05479595008053,-4.2835236161117,1.0
104,6.113580376780342,-4.283694144750382,1.0
105,6.172364803480152,-4.283718416629466,1.0
106,6.231149230179963,-4.283914844810033,1.0
107,6.289933656879774,-4.284088660379872,1.0
108,6.348718083579585,-4.284266368129642,1.0
109,6.4075025102793965,-4.284412841356921,1.0
110,6.466286936979206,-4.284478700932212,1.0
111,6.525071363679018,-4.284596924880542,1.0
112,6.583855790378829,-4.284685468462416,1.0
113,6.64264021707864,-4.284799637118182,1.0
114,6.701424643778451,-4.284986173385805,1.0
115,6.760209070478262,-4.2852094224613735,1.0
116,6.818993497178073,-4.285406602475708,1.0
117,6.877777923877884,-4.2855717109984495,1.0
118,6.936562350577694,-4.285701737596174,1.0
119,6.995346777277506,-4.285911140790798,1.0
120,7.054131203977317,-4.286242651934465,1.0
121,7.1129156306771275,-4.286488548850397,1.0
122,7.171700057376938,-4.286732012745511,1.0
123,7.23048448407675,-4.2868955351627305,1.0
124,7.289268910776561,-4.287040247543282,1.0
125,7.3480533374763715,-4.287364438381921,1.0
126,7.406837764176183,-4.287477263704472,1.0
127,7.465622190875993,-4.287730256363135,1.0
128,7.524406617575805,-4.28796179497229,1.0
129,7.583191044275616,-4.288190740314165,1.0
130,7.641975470975426,-4.288524396857537,1.0
131,7.700759897675238,-4.288676619719368,1.0
132,7.759544324375048,-4.288940544157485,1.0
133,7.818328751074859,-4.289097235179042,1.0
134,7.877113177774671,-4.289310471386394,1.0
135,7.935897604474481,-4.289593511934727,1.0
136,7.9946820311742925,-4.289877671084773,1.0
137,8.053466457874103,-4.290036881283668,1.0
138,8.112250884573914,-4.290282804504228,1.0
139,8.171035311273725,-4.290551393775163,1.0
140,8.229819737973536,-4.290855447602356,1.0
141,8.288604164673348,-4.291063374702848,1.0
142,8.347388591373157,-4.291321820350325,1.0
143,8.40617301807297,-4.291529566128172,1.0
144,8.46495744477278,-4.291772663940024,1.0
145,8.523741871472591,-4.29189899357441,1.0
146,8.582526298172402,-4.292184430231551,1.0
147,8.641310724872215,-4.2924399436653236,1.0
148,8.700095151572024,-4.292636338383231,1.0
149,8.758879578271834,-4.292887653648125,1.0
150,8.817664004971647,-4.293188382610964,1.0
151,8.876448431671458,-4.293369922688774,1.0
152,8.935232858371268,-4.293566613534037,1.0
153,8.994017285071077,-4.293795515467059,1.0
154,9.05280171177089,-4.294015562662202,1.0
155,9.1115861384707,-4.294215700942146,1.0
156,9.170370565170511,-4.294350276785867,1.0
157,9.229154991870324,-4.294513728562493,1.0
158,9.287939418570135,-4.294736682181369,1.0
159,9.346723845269944,-4.294890310749462,1.0
160,9.405508271969756,-4.295084674701197,1.0
161,9.464292698669567,-4.295304241921454,1.0
162,9.523077125369378,-4.295481461517122,1.0
163,9.581861552069189,-4.295641465616644,1.0
164,9.640645978769,-4.295865568104348,1.0
165,9.69943040546881,-4.295990431421592,1.0
166,9.75821483216862,-4.296239670829086,1.0
167,9.816999258868433,-4.29648256800301,1.0
168,9.875783685568244,-4.2967704639009945,1.0
169,9.934568112268055,-4.296925373425532,1.0
170,9.993352538967864,-4.2971554248980475,1.0
171,10.052136965667676,-4.297395661215692,1.0
172,10.110921392367487,-4.297580302779358,1.0
173,10.169705819067298,-4.297859049494482,1.0
174,10.22849024576711,-4.298138353234683,1.0
175,10.28727467246692,-4.298291545405948,1.0
176,10.34605909916673,-4.298429189188263,1.0
177,10.404843525866543,-4.298559524209517,1.0
178,10.463627952566354,-4.298808283642126,1.0
179,10.522412379266164,-4.298929955025137,1.0
180,10.581196805965975,-4.299000746393061,1.0
181,10.639981232665786,-4.299103005194192,1.0
182,10.698765659365597,-4.299291528991595,1.0
183,10.757550086065407,-4.299505005105994,1.0
184,10.81633451276522,-4.2995914112116,1.0
185,10.87511893946503,-4.29968647109386,1.0
186,10.93390336616484,-4.2997757032928625,1.0
187,10.992687792864652,-4.299971294761389,1.0
188,11.051472219564463,-4.300105866313251,1.0
189,11.110256646264274,-4.3001871583764695,1.0
190,11.169041072964085,-4.300331631956673,1.0
191,11.227825499663897,-4.300490372126877,1.0
192,11.286609926363706,-4.30061062709844,1.0
193,11.345394353063517,-4.300731064990422,1.0
194,11.40417877976333,-4.300809224971298,1.0
195,11.46296320646314,-4.300881914930537,1.0
196,11.521747633162951,-4.300996882800886,1.0
197,11.58053205986276,-4.30109563549962,1.0
198,11.639316486562572,-4.301145406774584,1.0
199,11.698100913262383,-4.30118805052653,1.0
200,11.756885339962194,-4.301244645017935,1.0
201,11.815669766662007,-4.301317028988227,1.0
202,11.874454193361817,-4.301430522277612,1.0
203,11.933238620061626,-4.301480414938729,1.0
204,11.992023046761439,-4.301516052553813,1.0
205,12.05080747346125,-4.30155869630576,1.0
206,12.10959190016106,-4.301629911684038,1.0
207,12.168376326860871,-4.301651294253088,1.0
208,12.227160753560684,-4.301708011813022,1.0
209,12.285945180260493,-4.301736217598516,1.0
210,12.344729606960303,-4.301764606304428,1.0
211,12.403514033660116,-4.301800122533358,1.0
212,12.462298460359927,-4.301814377579391,1.0
213,12.521082887059737,-4.301885165582567,1.0
214,12.579867313759548,-4.301934815471374,1.0
215,12.638651740459359,-4.301991714269354,1.0
216,12.69743616715917,-4.301991714269354,1.0
217,12.75622059385898,-4.302005969315387,1.0
218,12.815005020558793,-4.302034479407454,1.0
219,12.873789447258604,-4.302069812715964,1.0
220,12.932573873958413,-4.302076940238981,1.0
221,12.991358300658225,-4.302091195285015,1.0
222,13.050142727358036,-4.302098322808031,1.0
223,13.108927154057847,-4.302119705377082,1.0
224,13.167711580757658,-4.302119705377082,1.0
225,13.226496007457468,-4.302119705377082,1.0
226,13.28528043415728,-4.302119705377082,1.0
227,13.34406486085709,-4.302119705377082,1.0
228,13.402849287556903,-4.302119705377082,1.0
229,13.461633714256713,-4.302126832900099,1.0
230,13.520418140956524,-4.302133960423115,1.0
231,13.579202567656335,-4.302133960423115,1.0
232,13.637986994356146,-4.302141087946132,1.0
233,13.696771421055956,-4.302141087946132,1.0
234,13.755555847755767,-4.302148215469148,1.0
235,13.81434027445558,-4.302148215469148,1.0
236,13.873124701155389,-4.302148215469148,1.0
237,13.9319091278552,-4.302148215469148,1.0
238,13.990693554555012,-4.302148215469148,1.0
239,14.049477981254823,-4.302155342992165,1.0
240,14.108262407954633,-4.302155342992165,1.0
241,14.167046834654446,-4.302155342992165,1.0
242,14.225831261354255,-4.302155342992165,1.0
243,14.284615688054066,-4.302155342992165,1.0
244,14.343400114753877,-4.302155342992165,1.0
245,14.402184541453689,-4.302155342992165,1.0
246,14.4609689681535,-4.302155342992165,1.0
247,14.519753394853309,-4.302155342992165,1.0
248,14.578537821553121,-4.302155342992165,1.0
249,14.637322248252932,-4.302155342992165,1.0
250,14.696106674952743,-4.302155342992165,1.0
251,14.754891101652555,-4.302155342992165,1.0
252,14.813675528352366,-4.302155342992165,1.0
253,14.872459955052175,-4.302155342992165,1.0
254,14.931244381751986,-4.302155342992165,1.0
255,14.990028808451799,-4.302155342992165,1.0
256,15.04881323515161,-4.302155342992165,1.0
257,15.10759766185142,-4.302155342992165,1.0
258,15.166382088551233,-4.302155342992165,1.0
259,15.225166515251042,-4.302155342992165,1.0
260,15.283950941950852,-4.302155342992165,1.0
261,15.342735368650663,-4.302155342992165,1.0
262,15.401519795350476,-4.302155342992165,1.0
263,15.460304222050286,-4.302155342992165,1.0
264,15.519088648750095,-4.302155342992165,1.0
265,15.577873075449908,-4.302155342992165,1.0
266,15.636657502149719,-4.302155342992165,1.0
267,15.69544192884953,-4.302155342992165,1.0
268,15.754226355549342,-4.302155342992165,1.0
269,15.813010782249153,-4.302155342992165,1.0
270,15.871795208948962,-4.302155342992165,1.0
271,15.930579635648773,-4.302155342992165,1.0
272,15.989364062348585,-4.302155342992165,1.0
273,16.048148489048394,-4.302155342992165,1.0
274,16.106932915748207,-4.302155342992165,1.0
275,16.16571734244802,-4.302155342992165,1.0
276,16.224501769147828,-4.302155342992165,1.0
277,16.28328619584764,-4.302155342992165,1.0
278,16.34207062254745,-4.302155342992165,1.0
279,16.400855049247262,-4.302155342992165,1.0
280,16.45963947594707,-4.302155342992165,1.0
281,16.518423902646884,-4.302155342992165,1.0
282,16.577208329346696,-4.302155342992165,1.0
283,16.635992756046505,-4.302155342992165,1.0
284,16.694777182746314,-4.302155342992165,1.0
285,16.753561609446127,-4.302155342992165,1.0
286,16.81234603614594,-4.302155342992165,1.0
287,16.87113046284575,-4.302155342992165,1.0
288,16.92991488954556,-4.302155342992165,1.0
289,16.98869931624537,-4.302155342992165,1.0
290,17.047483742945182,-4.302155342992165,1.0
291,17.10626816964499,-4.302155342992165,1.0
292,17.165052596344804,-4.302155342992165,1.0
293,17.223837023044613,-4.302155342992165,1.0
294,17.28262144974443,-4.302155342992165,1.0
295,17.341405876444238,-4.302155342992165,1.0
296,17.400190303144047,-4.302155342992165,1.0
297,17.45897472984386,-4.302155342992165,1.0
298,17.51775915654367,-4.302155342992165,1.0
299,17.57654358324348,-4.302155342992165,1.0
300,17.635328009943294,-4.302155342992165,1.0
301,17.694112436643103,-4.302155342992165,1.0
302,17.752896863342915,-4.302155342992165,1.0
303,17.811681290042724,-4.302155342992165,1.0
304,17.870465716742537,-4.302155342992165,1.0
305,17.929250143442346,-4.302155342992165,1.0
306,17.988034570142155,-4.302155342992165,1.0
307,18.04681899684197,-4.302155342992165,1.0
308,18.10560342354178,-4.302155342992165,1.0
309,18.164387850241592,-4.302155342992165,1.0
310,18.2231722769414,-4.302155342992165,1.0
311,18.28195670364121,-4.302155342992165,1.0
312,18.340741130341023,-4.302155342992165,1.0
313,18.399525557040832,-4.302155342992165,1.0
314,18.458309983740648,-4.302155342992165,1.0
315,18.517094410440457,-4.302155342992165,1.0
316,18.57587883714027,-4.302155342992165,1.0
317,18.63466326384008,-4.302155342992165,1.0
318,18.693447690539887,-4.302155342992165,1.0
319,18.7522321172397,-4.302155342992165,1.0
320,18.811016543939513,-4.302155342992165,1.0
321,18.869800970639325,-4.302155342992165,1.0
322,18.928585397339134,-4.302155342992165,1.0
323,18.987369824038943,-4.302155342992165,1.0
324,19.046154250738756,-4.302155342992165,1.0
325,19.104938677438565,-4.302155342992165,1.0
326,19.163723104138377,-4.302155342992165,1.0
327,19.22250753083819,-4.302155342992165,1.0
328,19.281291957538,-4.302155342992165,1.0
329,19.34007638423781,-4.302155342992165,1.0
330,19.39886081093762,-4.302155342992165,1.0
331,19.457645237637433,-4.302155342992165,1.0
332,19.51642966433724,-4.302155342992165,1.0
333,19.57521409103705,-4.302155342992165,1.0
334,19.633998517736867,-4.302155342992165,1.0
335,19.692782944436676,-4.302155342992165,1.0
336,19.75156737113649,-4.302155342992165,1.0
337,19.810351797836297,-4.302155342992165,1.0
338,19.86913622453611,-4.302155342992165,1.0
339,19.92792065123592,-4.302155342992165,1.0
340,19.986705077935728,-4.302155342992165,1.0
341,20.045489504635544,-4.302155342992165,1.0
342,20.104273931335353,-4.302155342992165,1.0
343,20.163058358035165,-4.302155342992165,1.0
344,20.221842784734974,-4.302155342992165,1.0
345,20.280627211434783,-4.302155342992165,1.0
346,20.339411638134596,-4.302155342992165,1.0
347,20.39819606483441,-4.302155342992165,1.0
348,20.45698049153422,-4.302155342992165,1.0
349,20.51576491823403,-4.302155342992165,1.0
350,20.57454934493384,-4.302155342992165,1.0
351,20.63333377163365,-4.302155342992165,1.0
352,20.69211819833346,-4.302155342992165,1.0
353,20.750902625033273,-4.302155342992165,1.0
354,20.809687051733086,-4.302155342992165,1.0
355,20.868471478432898,-4.302155342992165,1.0
356,20.927255905132707,-4.302155342992165,1.0
357,20.986040331832516,-4.302155342992165,1.0
358,21.04482475853233,-4.302155342992165,1.0
359,21.103609185232138,-4.302155342992165,1.0
360,21.16239361193195,-4.302155342992165,1.0
361,21.221178038631763,-4.302155342992165,1.0
362,21.27996246533157,-4.302155342992165,1.0
363,21.338746892031384,-4.302155342992165,1.0
364,21.397531318731193,-4.302155342992165,1.0
365,21.456315745431006,-4.302155342992165,1.0
366,21.515100172130815,-4.302155342992165,1.0
367,21.573884598830624,-4.302155342992165,1.0
368,21.63266902553044,-4.302155342992165,1.0
369,21.69145345223025,-4.302155342992165,1.0
370,21.75023787893006,-4.302155342992165,1.0
371,21.80902230562987,-4.302155342992165,1.0
372,21.86780673232968,-4.302155342992165,1.0
373,21.926591159029492,-4.302155342992165,1.0
374,21.985375585729305,-4.302155342992165,1.0
375,22.044160012429117,-4.302155342992165,1.0
376,22.102944439128926,-4.302155342992165,1.0
377,22.16172886582874,-4.302155342992165,1.0
378,22.220513292528548,-4.302155342992165,1.0
379,22.279297719228357,-4.302155342992165,1.0
380,22.33808214592817,-4.302155342992165,1.0
381,22.39686657262798,-4.302155342992165,1.0
382,22.455650999327794,-4.302155342992165,1.0
383,22.514435426027603,-4.302155342992165,1.0
384,22.573219852727412,-4.302155342992165,1.0
385,22.632004279427225,-4.302155342992165,1.0
386,22.690788706127034,-4.302155342992165,1.0
387,22.749573132826846,-4.302155342992165,1.0
388,22.80835755952666,-4.302155342992165,1.0
389,22.867141986226468,-4.302155342992165,1.0
390,22.92592641292628,-4.302155342992165,1.0
391,22.98471083962609,-4.302155342992165,1.0
392,23.043495266325902,-4.302155342992165,1.0
393,23.10227969302571,-4.302155342992165,1.0
394,23.16106411972552,-4.302155342992165,1.0
395,23.219848546425336,-4.302155342992165,1.0
396,23.278632973125145,-4.302155342992165,1.0
397,23.337417399824957,-4.302155342992165,1.0
398,23.396201826524766,-4.302155342992165,1.0
399,23.45498625322458,-4.302155342992165,1.0
400,23.513770679924388,-4.302155342992165,1.0
401,23.5725551066242,-4.302155342992165,1.0
402,23.631339533324013,-4.302155342992165,1.0
403,23.690123960023822,-4.302155342992165,1.0
404,23.748908386723635,-4.302155342992165,1.0
405,23.807692813423444,-4.302155342992165,1.0
406,23.866477240123253,-4.302155342992165,1.0
407,23.925261666823065,-4.302155342992165,1.0
408,23.984046093522878,-4.302155342992165,1.0
