t,x,y,z,dx,dy,dz
1.1400000000000001,0.647097633867791,-0.07354625351077619,2.4199849840534924,-0.7205168932034267,-2.1396119217396286,-2.4674755248934144
1.1500000000000001,0.639821515708641,-0.09463234261562059,2.395367027746475,-0.7343290893019383,-2.0778957612550975,-2.4558162852940546
1.16,0.6324110520817522,-0.11510416873587814,2.3708686583476113,-0.7473927054069629,-2.01677458222355,-2.443565931462155
1.17,0.6248736616005017,-0.1349678342600916,2.346495709117232,-0.759721259168844,-1.956277973971085,-2.430740499605899
1.18,0.6172166268983753,-0.15422972821529984,2.3222538483554933,-0.7713284189820813,-1.8964336910944999,-2.417356896760059
1.19,0.6094470932208601,-0.1728965080819816,2.298148571182031,-0.7822279843970714,-1.837267687076939,-2.4034328050269504
1.2,0.6015720672104339,-0.19097508195683863,2.2741851922549543,-0.7924338670710573,-1.7788041501982224,-2.3889865893576223
1.21,0.593598415879439,-0.20847259108594604,2.2503688393948784,-0.8019600722742992,-1.7210655415190748,-2.374037208938473
1.22,0.5855328657649479,-0.22539639278722012,2.226704448076185,-0.8108206809729901,-1.664072634726306,-2.3586041322836815
1.23,0.5773820022599792,-0.24175404378047216,2.203196756749205,-0.8190298324884882,-1.6078445576821088,-2.3427072560062934
1.24,0.5691522691151781,-0.2575532839408623,2.179850302956059,-0.8266017077561638,-1.5523988354275513,-2.326366827360382
1.25,0.5608499681048559,-0.2728020204890232,2.156669420201997,-0.8335505131818188,-1.497751434508321,-2.3096033705165997
1.26,0.5524812588515418,-0.2875083126310287,2.133658235545727,-0.8398904651059524,-1.4439168084017573,-2.292437616577492
1.27,0.5440521588027368,-0.30168035665705834,2.1108206678704473,-0.8456357748820587,-1.3909079438586351,-2.2748904373301793
1.28,0.5355685433539006,-0.3153264715082014,2.0881604267991234,-0.8508006345635588,-1.338736408029653,-2.2569827826693256
1.29,0.5270361461114657,-0.3284550848176514,2.065681012217061,-0.8553992032098612,-1.2874123961415962,-2.2387356216857945
1.3,0.5184605592897034,-0.34107471943103335,2.0433857143654075,-0.8594455938022272,-1.2369447796352906,-2.2201698873406395
1.31,0.5098472342354211,-0.3531939804103572,2.021277614470248,-0.8629538607716369,-1.1873411545593293,-2.201306424672267
1.32,0.5012014820742706,-0.36482154252221993,1.9993595858719622,-0.8659379881336277,-1.1386078900876588,-2.182165942470504
1.33,0.49252847447274856,-0.3759661382121104,1.977634295620838,-0.8684118782216477,-1.0907501770492933,-2.1627689683264117
1.34,0.48383324450983767,-0.3866365460632058,1.956104206505434,-0.8703893410175273,-1.0437720762857954,-2.1431358069845197
1.35,0.475120687652398,-0.3968415797378263,1.9347715794811475,-0.8718840840661601,-0.9976765667815857,-2.1232865019029545
1.36,0.46639556282851447,-0.4065900773988375,1.9136384764673748,-0.8729097029687494,-0.9524655933955573,-2.103240799920547
1.37,0.457662493593023,-0.41589089160573744,1.8927067634827366,-0.8734796724430866,-0.9081401141203649,-2.083018118940283
1.3800000000000001,0.44892596937965273,-0.4247528796812448,1.8719781140885692,-0.8736073379393944,-0.8647001467733118,-2.0626375185187618
1.3900000000000001,0.44019034683423514,-0.4331848945412037,1.8514540131123614,-0.8733059078020328,-0.8221448149986016,-2.042117673253818
1.4000000000000001,0.4314598512236121,-0.44119577598121684,1.8311357606234928,-0.8725884459626215,-0.7804723935480845,-2.0214768488738377
1.41,0.4227385779149827,-0.44879434241216537,1.8110244761348846,-0.8714678651526281,-0.7396803527164403,-2.000732880899203
1.42,0.4140304939205595,-0.45598938303554565,1.7911211030055088,-0.8699569206212454,-0.6997654019007205,-1.9799031557848568
1.43,0.4053394395025578,-0.4627896504501798,1.7714264130191875,-0.8680682043441607,-0.6607235322100863,-1.9590045944191337
1.44,0.3966691298336763,-0.4692038536797474,1.751941011117126,-0.8658141397094449,-0.6225500580689131,-1.9380536378712954
1.45,0.3880231567083689,-0.47524065161155804,1.7326653402617616,-0.8632069766653261,-0.5852396577931268,-1.917066235290521
1.46,0.3794049903003698,-0.4809086468356099,1.7135996864113157,-0.8602587873132117,-0.5487864130414938,-1.8960578337980372
1.47,0.37081798096210467,-0.4862163798723879,1.6947441835858008,-0.8569814619333121,-0.5131838471845229,-1.8750433703337066
1.48,0.36226536106170354,-0.49117232377930037,1.6760988190046415,-0.8533867054255406,-0.4784249625321285,-1.8540372653148118
1.49,0.35375024685359385,-0.4957848791230305,1.6576634382795046,-0.8494860341484778,-0.44450227635820794,-1.833053417964292
1.5,0.345275640378734,-0.5000623693064645,1.6394377506453557,-0.8452907731454878,-0.41140785577599703,-1.8121052032875173
1.51,0.3368444313906841,-0.5040130362385504,1.6214213342137542,-0.8408120537373664,-0.3791333513986528,-1.7912054705203517
1.52,0.32845939930398665,-0.5076450363344376,1.6036136412349487,-0.8360608114678258,-0.3476700297960822,-1.770366542980406
1.53,0.3201232151613276,-0.5109664368344721,1.586014003354146,-0.8310477843887665,-0.31700880476620563,-1.7496002192595839
1.54,0.3118384436162113,-0.5139852124297617,1.568621636849757,-0.8257835116637524,-0.2871402673845169,-1.7289177755882679
1.55,0.30360754492805253,-0.5167092421821624,1.5514356478423807,-0.8202783324815388,-0.2580547148587742,-1.7083299693511411
1.56,0.29543287696658055,-0.5191463067269372,1.5344550374627342,-0.8145423852618849,-0.22974217819569098,-1.6878470436454074
1.57,0.28731669722281483,-0.5213040857460762,1.5176787069694726,-0.8085856071352232,-0.20219244868199815,-1.6674787327621732
1.58,0.2792611648238761,-0.5231901557005771,1.5011054628074907,-0.8024177336892424,-0.17539510320680463,-1.6472342685823982
1.59,0.27126834254903,-0.5248119878102123,1.4847340215978246,-0.7960482989617851,-0.14933952843577125,-1.6271223877494356
1.6,0.2633401988446404,-0.5261769462692926,1.468563015052502,-0.7894866356683627,-0.12401494385089751,-1.6071513395577885
1.61,0.25547860983566273,-0.5272922866872303,1.4525909948066689,-0.7827418756540527,-0.09941042368258879,-1.5873288945220554
1.62,0.24768536133155933,-0.5281651547429443,1.4368164371620609,-0.7758229505497829,-0.07551491775981689,-1.5676623535013645
1.6300000000000001,0.23996215082466707,-0.5288025850424266,1.4212377477366416,-0.7687385926266971,-0.052317271295670986,-1.5481585573641765
1.6400000000000001,0.2323105894790254,-0.5292115001688578,1.4058532660147773,-0.761497335834363,-0.02980624363826956,-1.5288238971191803
1.6500000000000001,0.2247322041079798,-0.529398709915192,1.390661269794258,-0.7541075170070313,-0.00797052601906878,-1.5096643244268515
1.6600000000000001,0.21722843913888476,-0.5293709106892391,1.3756599795262403,-0.746577277233025,0.013201241688509668,-1.490685362484745
1.67,0.2098006585633193,-0.5291346850814218,1.360847562544563,-0.7389145633706892,0.033720455155661355,-1.471892117199336
1.68,0.20245014787147098,-0.5286965015861259,1.3462221371822536,-0.7311271297012686,0.05359853070452947,-1.4532892886013782
1.69,0.19517811596929394,-0.5280627144673312,1.3317817767725355,-0.7232225397117056,0.07284689131495936,-1.4348811824811847
1.7,0.18798569707723686,-0.5272395637598267,1.31752451353263,-0.7152081679918695,0.09147695348069029,-1.4166717221685166
1.71,0.18087395260945655,-0.5262331753977174,1.3034483423291652,-0.7070912022408379,0.10950011490488132,-1.3986644604412124
1.72,0.1738438730324201,-0.5250495614617291,1.2895512243238056,-0.6988786453720849,0.12692774299681853,-1.3808625915202266
1.73,0.16689637970201485,-0.523694620537781,1.2758310904987606,-0.6905773177063229,0.14377116412774282,-1.3632689631024264
1.74,0.16003232667829365,-0.5221741381791742,1.2622858450617571,-0.6821938592490014,0.16004165364340017,-1.3458860884247414
1.75,0.15325250251703482,-0.520493787464913,1.2489133687302658,-0.673734732039101,0.17575042657462792,-1.3287161583062645
1.76,0.14655763203751163,-0.5186591296476817,1.2357115218956318,-0.6652062225595597,0.1909086290048767,-1.311761053132221
1.77,0.13994837806584362,-0.5166756148848155,1.2226781476676214,-0.6566144442137725,0.20552733013134428,-1.2950223548017115
1.78,0.13342534315323618,-0.5145485830450548,1.2098110747995976,-0.6479653398515486,0.2196175149336732,-1.2785013585769223
1.79,0.12698907126881265,-0.512283264586142,1.197108120496083,-0.6392646843339733,0.2331900773936746,-1.2621990847970221
1.8,0.12064004946655671,-0.5098847814971813,1.1845670931036572,-0.6305180871441045,0.2462558143299709,-1.2461162904852996
1.81,0.11437870952593056,-0.5073581482995426,1.172185794686377,-0.6217309950292182,0.25882541975974505,-1.2302534808018684
1.82,0.10820542956597234,-0.5047082731019864,1.1599620234876198,-0.6129086946650785,0.27090947972721047,-1.2146109203159172
1.83,0.10212053563262899,-0.5019399587049984,1.1478935762800586,-0.60405631534848,0.28251846766366995,-1.199188644112914
1.84,0.09612430325900274,-0.499057903748713,1.1359782506053615,-0.5951788317069397,0.2936627402040287,-1.1839864687078538
1.85,0.0902169589984902,-0.49606670390091784,1.1242138469059015,-0.5862810664165157,0.304352533394589,-1.1690040027457882
1.86,0.08439868193067243,-0.4929708530808212,1.1125981705504457,-0.5773676929313943,0.314597959347504,-1.1542406574910902
1.87,0.0786696051398623,-0.48977474471396776,1.1011290337560797,-0.5684432382177917,0.3244090032845842,-1.1396956570916439
1.8800000000000001,0.0730298171663166,-0.48648267301512954,1.0898042574086129,-0.5595120854858678,0.3337955209104543,-1.1253680486130957
1.8900000000000001,0.06747936343014495,-0.4830988342957587,1.0786216727838178,-0.5505784769207357,0.3427672361555695,-1.1112567118329197
1.9000000000000001,0.06201824762790188,-0.47962732829201815,1.0675791231719545,-0.5416465164079346,0.3513337392498761,-1.0973603687898348
1.9100000000000001,0.056646433101986256,-0.47607215951076115,1.0566744654080211,-0.5327201722473949,0.3595044850683682,-1.083677593089294
1.92,0.051363844182953984,-0.4724372385906508,1.0459055713101686,-0.5238032798562963,0.3672887917766543,-1.07020681895299
1.93,0.04617036750486033,-0.46872638367522806,1.0352703290289613,-0.5148995444575665,0.37469583975166254,-1.0569463500101905
1.94,0.041065853293802655,-0.46494332179561754,1.0247666443099648,-0.5060125437505132,0.38173467072719625,-1.043894367840792
1.95,0.03605011662985007,-0.46109169026068414,1.0143924416721455,-0.49714573056239014,0.38841418717861786,-1.031048940256496
1.96,0.031122938682554852,-0.4571750380520452,1.0041456655048349,-0.4883024354788814,0.394743151934554,-1.0184080293177078
1.97,0.02628406792027244,-0.45319682722199306,0.9940242810857913,-0.47948586945111404,0.40073018797104343,-1.0059694991009172
1.98,0.02153322129353257,-0.4491604342926243,0.9840262755228165,-0.4706991263777563,0.4063837783923746,-0.9937311232067036
1.99,0.016870085392717313,-0.44506915165414557,0.9741496586216573,-0.4619451856606981,0.4117122665947909,-0.9816905920031926
2.0,0.01229431758031861,-0.4409261889607285,0.9643924636827527,-0.453226914733129,0.41672385657683386,-0.9698455196230749
2.0100000000000002,0.007805547098054734,-0.4367346745226089,0.9547527482291958,-0.44454707155861023,0.42142661339289733,-0.9581934507094214
2.02,0.0034033761491464045,-0.43249765669287055,0.9452285946685642,-0.4359083070997258,0.4258284637519899,-0.9467318669011238
2.0300000000000002,-0.0009126190439397823,-0.4282181052475691,0.9358181108911733,-0.42731316775589634,0.4299371967316501,-0.9354581930780148
2.04,-0.005142887205971522,-0.42389891275823754,0.9265194308070039,-0.41876409776960066,0.43376046459909223,-0.9243698033671255
2.05,-0.009287900999331796,-0.41954289595558725,0.9173307148238308,-0.41026344159916533,0.43730578374380213,-0.9134640268966598
2.06,-0.013348156037954828,-0.4151527970833615,0.9082501502690707,-0.4018134462585879,0.4405805356981429,-0.9027381533193268
2.07,-0.017324169924503554,-0.4107312852416244,0.8992759517574442,-0.39341626362426807,0.4435919682371614,-0.8921894381106632
2.08,-0.02121648131044019,-0.4062809577186183,0.8904063615068575,-0.38507395270580386,0.4463471965633736,-0.8818151076225633
2.09,-0.02502564897861963,-0.4018043413103569,0.881639649604993,-0.37678848188252495,0.448853204556654,-0.8716123639172735
2.1,-0.02875225094809069,-0.3973038936274852,0.872974114228512,-0.36856173110741075,0.4511168460723358,-0.8615783894062368
2.11,-0.032396883600767847,-0.3927820043889102,0.8644080818168682,-0.3603954940736613,0.4531448463037602,-0.8517103512527824
2.12,-0.035960160829563916,-0.38824099670141,0.8559399072034564,-0.3522914803441277,0.4549438031996672,-0.8420054055479631
2.13,-0.0394427132076504,-0.38368312832491686,0.847567973705909,-0.3442513174480414,0.4565201889107584,-0.832460701308535
2.14,-0.04284518717852474,-0.3791105929231948,0.8392906931772857,-0.33627655294394265,0.45788035127019844,-0.8230733842873261
2.15,-0.046168244266529254,-0.3745255212995129,0.8311065060201624,-0.3283686564430628,0.45903051531336614,-0.8138406005563759
2.16,-0.049412560307386,-0.3699299826169275,0.8230138811661581,-0.320529021597497,0.4599767848221914,-0.8047594999028018
2.17,-0.052578824698479194,-0.36532598560306906,0.8150113160221064,-0.3127589680569906,0.46072514388570407,-0.7958272390699739
2.18,-0.05566773966852581,-0.3607154797392134,0.8070973363847587,-0.30505974338926845,0.46128145847977586,-0.7870409848100279
2.19,-0.05868001956626456,-0.35610035643347354,0.7992704963259059,-0.29743252496220796,0.46165147806437046,-0.7783979167369892
2.2,-0.06161639016776997,-0.351482450177926,0.7915293780500189,-0.289878421793132,0.4618408371885707,-0.7698952300257411
2.21,-0.0644775880021272,-0.3468635396897021,0.783872591725391,-0.282398476367296,0.4618550571027419,-0.7615301379713335
2.22,-0.06726435969511589,-0.34224534903587117,0.7762987752905922,-0.27499366641816275,0.46169954737474983,-0.7532998743632169
2.23,-0.06997746133049046,-0.33762954874220713,0.7688065942381267,-0.2676649066729084,0.4613796075051718,-0.7452016957029184
2.24,-0.07261765782857406,-0.33301775688576774,0.7613947413765338,-0.260413050567556,0.4609004285452911,-0.737232883290162
2.25,-0.07518572234184158,-0.3284115401713013,0.7540619365723235,-0.25323889192983423,0.46026709471246596,-0.7293907451719817
2.2600000000000002,-0.07768243566717074,-0.3238124149915184,0.7468069264730942,-0.24614316662546626,0.4594845849964807,-0.7216726179309518
2.27,-0.0801085856743509,-0.3192218484713717,0.7396284842137044,-0.23912655417264173,0.4585577747593689,-0.7140758683437276
2.2800000000000002,-0.08246496675062358,-0.31464125949633104,0.7325254091062197,-0.2321896793281132,0.45749143733179176,-0.7065978949322538
2.29,-0.08475237926091317,-0.31007201972473586,0.7254965263150593,-0.2253331136395878,0.4562902455969603,-0.6992361293786442
2.3000000000000003,-0.08697162902341533,-0.30551545458439183,0.7185406865186468,-0.21855737696506103,0.45495877355777314,-0.6919880378120413
2.31,-0.08912352680021439,-0.3009728442535804,0.7116567655588185,-0.21186293896310465,0.4535014978957891,-0.6848511219895603
