t,x,y,z
0.0,-1.256901049150596,2.7107172474695895,7.243919975115475
0.01,-1.2170501898298982,2.784561286733855,7.138019879421337
0.02,-1.17688735759834,2.853155981163042,7.033419411829072
0.03,-1.136467248428354,2.916630391000391,6.930230190667866
0.04,-1.0958427125111427,2.975116944180509,6.8285540192286796
0.05,-1.055064742607179,3.0287507426545175,6.72848301116673
0.06,-1.0141824691996157,3.0776689114102433,6.630099762004104
0.07,-0.9732431619591995,3.122009991163839,6.533477561418475
0.08,-0.9322922370140989,3.161913375167452,6.4386806410857895
0.09,-0.8913732695351758,3.1975187901351125,6.345764453210016
0.1,-0.8505280111398109,3.2289658209059167,6.254775974975272
0.11,-0.8097964116381727,3.25639347809157,6.165754034541126
0.12,-0.7692166446548837,3.2799398076655324,6.078729654435357
0.13,-0.7288251366769882,3.299741541172194,5.993726408521814
0.14,-0.6886565990971911,3.3159337850346957,5.9107607890059395
0.15,-0.648744062841612,3.3286497472542713,5.829842580248656
0.16,-0.6091189151938665,3.33802049964629,5.7509752364657984
0.17,-0.5698109384495686,3.3441747736588905,5.674156260674355
0.18,-0.5308483500588218,3.3472387877471057,5.599377582527084
0.19,-0.49225784393832744,3.3473361042241656,5.52662593295155
0.2,-0.45406463265859404,3.3445875134936194,5.455883213763637
0.21,-0.41629249023556714,3.3391109435623982,5.387126860670371
0.22,-0.37896379527945606,3.331021392772231,5.320330198293372
0.23,-0.34209957427633547,3.3204308836967424,5.255462786070273
0.24,-0.30571954480061364,3.3074484362340377,5.192490754068334
0.25,-0.26984215847762527,3.2921800579706217,5.131377127931337
0.26,-0.23448464353617893,3.2747287499712514,5.072082142339663
0.27,-0.1996630468106662,3.255194526236161,5.014563542506398
0.28,-0.16539227507043985,3.2336744451481056,4.95877687336609
0.29,-0.1316861355719687,3.210262651329071,4.904675756226263
0.3,-0.09855737574532684,3.1850504264197377,4.852212152755038
0.31,-0.0660177219418816,3.158126247392298,4.80133661626755
0.32,-0.03407791718408516,3.1295758511041973,4.751998530351796
0.33,-0.0027477578712280237,3.0994823038989368,4.7041463349399715
0.34,0.027963870593107544,3.06792607515072,4.657727739991859
0.35000000000000003,0.05804895927534591,3.0349851137510355,4.612689926998142
0.36,0.08750034230156414,3.0007349266181276,4.5689797385578
0.37,0.11631166456741727,2.9652486584043434,4.5265438563099
0.38,0.144477350565326,2.928597171657358,4.485328967528066
0.39,0.1719925743188405,2.8908491267726353,4.445281920706631
0.4,0.19885323040829214,2.852071061152841,4.406349870477508
0.41000000000000003,0.22505590606627673,2.8123274670606446,4.368480412210594
0.42,0.250597854316973,2.7716808677209523,4.331621706656128
0.43,0.27547696812972855,2.7301918912935257,4.29572259498682
0.44,0.2996917555538789,2.687919342395877,4.260732704601787
0.45,0.3232413157992457,2.644920270913414,4.2266025460507
0.46,0.34612531622499193,2.601250037885487,4.193283601430216
0.47000000000000003,0.3683439701976948,2.556962378303654,4.160728404603069
0.48,0.3898980157786855,2.5121094607030026,4.128890613580861
0.49,0.4107886952001754,2.4667419434671727,4.097725075404035
0.5,0.4310177350890259,2.420909027804919,4.067187883848773
0.51,0.45058732739800683,2.3746585073886397,4.037236430273721
0.52,0.46950011100419997,2.3280368146747437,4.0078294479184455
0.53,0.4877591539346785,2.2810890639544863,3.9789270499563347
0.54,0.5053679361818645,2.233859091203155,3.950490761588546
0.55,0.5223303330704321,2.1863894908215094,3.9224835464677623
0.56,0.5386505991404631,2.1387216493762318,3.8948698277238263
0.5700000000000001,0.5543333525121856,2.0908957764647704,3.8676155038604496
0.58,0.569383559699546,2.0429509328421496,3.8406879597824473
0.59,0.583806520841936,1.994925055955679,3.8140560732059647
0.6,0.5976078553243837,1.9468549830467041,3.787690216698795
0.61,0.61079348775951,1.8987764719790106,3.7615622555891277
0.62,0.6233696343054073,1.8507242199637848,3.735645541977279
0.63,0.6353427892962384,1.8027318803503534,3.709914905077458
0.64,0.6467197121640791,1.7548320776540463,3.684346638112239
0.65,0.6575074146321963,1.7070564209946109,3.6589184819764795
0.66,0.6677131481625466,1.6594355161120602,3.6336096058832004
0.67,0.6773443916408873,1.611998976133622,3.6084005851978938
0.68,0.6864088392863676,1.5647754312491966,3.5832733766650096
0.6900000000000001,0.6949143887729717,1.5177925374583825,3.5582112912237642
0.7000000000000001,0.702869129551952,1.4710769845440965,3.5331989646075943
0.71,0.7102813313666321,1.4246545034190365,3.5082223259160115
0.72,0.7171594329520597,1.378549872986652,3.4832685643442924
0.73,0.723512030913741,1.332786926649361,3.458326094251109
0.74,0.7293478687801778,1.2873885585932299,3.4333845187401963
0.75,0.7346758262264556,1.2423767299636308,3.4084345919275147
0.76,0.7395049084663974,1.197772475043447,3.3834681800609143
0.77,0.7438442358122241,1.1535959075337172,3.3584782216542592
0.78,0.7477030334013866,1.109866227029719,3.3334586867932514
0.79,0.7510906210914191,1.0666017257754068,3.308404535765216
0.8,0.7540164035242934,1.0238197957707496,3.2833116771601105
0.81,0.7564898603623509,0.9815369362983036,3.2581769255843334
0.8200000000000001,0.7585205366986106,0.9397687619262097,3.2329979591239186
0.8300000000000001,0.7601180336447015,0.8985300110367287,3.207773276687782
0.84,0.7612919991001346,0.8578345549207925,3.1825021553564627
0.85,0.7620521187068403,0.8176954074720719,3.157184607855315
0.86,0.7624081069932844,0.7781247355053719,3.1318213402659487
0.87,0.7623696987125159,0.7391338697181793,3.1064137100827676
0.88,0.76194664037881,0.7007333163051568,3.0809636847168824
0.89,0.7611486820072909,0.6629327692319478,3.055473800541427
